model,layers,use
clip_vit,visual.transformer.resblocks.9.attn.out_proj,
clip_vit,visual.transformer.resblocks.9.ln_1,
clip_vit,visual.transformer.resblocks.9.mlp,
clip_vit,visual.transformer.resblocks.9.mlp.c_fc,
clip_vit,visual.transformer.resblocks.9.mlp.gelu,
clip_vit,visual.transformer.resblocks.9.mlp.c_proj,
clip_vit,visual.transformer.resblocks.9.ln_2,1
clip_vit,visual.transformer.resblocks.10,
clip_vit,visual.transformer.resblocks.10.attn,
clip_vit,visual.transformer.resblocks.10.attn.out_proj,
clip_vit,visual.transformer.resblocks.10.ln_1,
clip_vit,visual.transformer.resblocks.10.mlp,
clip_vit,visual.transformer.resblocks.10.mlp.c_fc,
clip_vit,visual.transformer.resblocks.10.mlp.gelu,
clip_vit,visual.transformer.resblocks.10.mlp.c_proj,
clip_vit,visual.transformer.resblocks.10.ln_2,1
clip_vit,visual.transformer.resblocks.11,
clip_vit,visual.transformer.resblocks.11.attn,
clip_vit,visual.transformer.resblocks.11.attn.out_proj,
clip_vit,visual.transformer.resblocks.11.ln_1,
clip_vit,visual.transformer.resblocks.11.mlp,
clip_vit,visual.transformer.resblocks.11.mlp.c_fc,
clip_vit,visual.transformer.resblocks.11.mlp.gelu,
clip_vit,visual.transformer.resblocks.11.mlp.c_proj,
clip_vit,visual.transformer.resblocks.11.ln_2,1
clip_vit,visual.ln_post,
clip_vit,transformer,
clip_vit,transformer.resblocks,
clip_vit,transformer.resblocks.0,
clip_vit,transformer.resblocks.0.attn,
clip_vit,transformer.resblocks.0.attn.out_proj,
clip_vit,transformer.resblocks.0.ln_1,
clip_vit,transformer.resblocks.0.mlp,
clip_vit,transformer.resblocks.0.mlp.c_fc,
clip_vit,transformer.resblocks.0.mlp.gelu,
clip_vit,transformer.resblocks.0.mlp.c_proj,
clip_vit,transformer.resblocks.0.ln_2,1
clip_vit,transformer.resblocks.1,
clip_vit,transformer.resblocks.1.attn,
clip_vit,transformer.resblocks.1.attn.out_proj,
clip_vit,transformer.resblocks.1.ln_1,
clip_vit,transformer.resblocks.1.mlp,
clip_vit,transformer.resblocks.1.mlp.c_fc,
clip_vit,transformer.resblocks.1.mlp.gelu,
clip_vit,transformer.resblocks.1.mlp.c_proj,
clip_vit,transformer.resblocks.1.ln_2,1
clip_vit,transformer.resblocks.2,
clip_vit,transformer.resblocks.2.attn,
clip_vit,transformer.resblocks.2.attn.out_proj,
clip_vit,transformer.resblocks.2.ln_1,
clip_vit,transformer.resblocks.2.mlp,
clip_vit,transformer.resblocks.2.mlp.c_fc,
clip_vit,transformer.resblocks.2.mlp.gelu,
clip_vit,transformer.resblocks.2.mlp.c_proj,
clip_vit,transformer.resblocks.2.ln_2,1
clip_vit,transformer.resblocks.3,
clip_vit,transformer.resblocks.3.attn,
clip_vit,transformer.resblocks.3.attn.out_proj,
clip_vit,transformer.resblocks.3.ln_1,
clip_vit,transformer.resblocks.3.mlp,
clip_vit,transformer.resblocks.3.mlp.c_fc,
clip_vit,transformer.resblocks.3.mlp.gelu,
clip_vit,transformer.resblocks.3.mlp.c_proj,
clip_vit,transformer.resblocks.3.ln_2,1
clip_vit,transformer.resblocks.4,
clip_vit,transformer.resblocks.4.attn,
clip_vit,transformer.resblocks.4.attn.out_proj,
clip_vit,transformer.resblocks.4.ln_1,
clip_vit,transformer.resblocks.4.mlp,
clip_vit,transformer.resblocks.4.mlp.c_fc,
clip_vit,transformer.resblocks.4.mlp.gelu,
clip_vit,transformer.resblocks.4.mlp.c_proj,
clip_vit,transformer.resblocks.4.ln_2,1
clip_vit,transformer.resblocks.5,
clip_vit,transformer.resblocks.5.attn,
clip_vit,transformer.resblocks.5.attn.out_proj,
clip_vit,transformer.resblocks.5.ln_1,
clip_vit,transformer.resblocks.5.mlp,
clip_vit,transformer.resblocks.5.mlp.c_fc,
clip_vit,transformer.resblocks.5.mlp.gelu,
clip_vit,transformer.resblocks.5.mlp.c_proj,
clip_vit,transformer.resblocks.5.ln_2,1
clip_vit,transformer.resblocks.6,
clip_vit,transformer.resblocks.6.attn,
clip_vit,transformer.resblocks.6.attn.out_proj,
clip_vit,transformer.resblocks.6.ln_1,
clip_vit,transformer.resblocks.6.mlp,
clip_vit,transformer.resblocks.6.mlp.c_fc,
clip_vit,transformer.resblocks.6.mlp.gelu,
clip_vit,transformer.resblocks.6.mlp.c_proj,
clip_vit,transformer.resblocks.6.ln_2,1
clip_vit,transformer.resblocks.7,
clip_vit,transformer.resblocks.7.attn,
clip_vit,transformer.resblocks.7.attn.out_proj,
clip_vit,transformer.resblocks.7.ln_1,
clip_vit,transformer.resblocks.7.mlp,
clip_vit,transformer.resblocks.7.mlp.c_fc,
clip_vit,transformer.resblocks.7.mlp.gelu,
clip_vit,transformer.resblocks.7.mlp.c_proj,
clip_vit,transformer.resblocks.7.ln_2,1
clip_vit,transformer.resblocks.8,
clip_vit,transformer.resblocks.8.attn,
clip_vit,transformer.resblocks.8.attn.out_proj,
clip_vit,transformer.resblocks.8.ln_1,
clip_vit,transformer.resblocks.8.mlp,
clip_vit,transformer.resblocks.8.mlp.c_fc,
clip_vit,transformer.resblocks.8.mlp.gelu,
clip_vit,transformer.resblocks.8.mlp.c_proj,
clip_vit,transformer.resblocks.8.ln_2,1
clip_vit,transformer.resblocks.9,
clip_vit,transformer.resblocks.9.attn,
clip_vit,transformer.resblocks.9.attn.out_proj,
clip_vit,transformer.resblocks.9.ln_1,
clip_vit,transformer.resblocks.9.mlp,
clip_vit,transformer.resblocks.9.mlp.c_fc,
clip_vit,transformer.resblocks.9.mlp.gelu,
clip_vit,transformer.resblocks.9.mlp.c_proj,
clip_vit,transformer.resblocks.9.ln_2,1
clip_vit,transformer.resblocks.10,
clip_vit,transformer.resblocks.10.attn,
clip_vit,transformer.resblocks.10.attn.out_proj,
clip_vit,transformer.resblocks.10.ln_1,
clip_vit,transformer.resblocks.10.mlp,
clip_vit,transformer.resblocks.10.mlp.c_fc,
clip_vit,transformer.resblocks.10.mlp.gelu,
clip_vit,transformer.resblocks.10.mlp.c_proj,
clip_vit,transformer.resblocks.10.ln_2,1
clip_vit,transformer.resblocks.11,
clip_vit,transformer.resblocks.11.attn,
clip_vit,transformer.resblocks.11.attn.out_proj,
clip_vit,transformer.resblocks.11.ln_1,
clip_vit,transformer.resblocks.11.mlp,
clip_vit,transformer.resblocks.11.mlp.c_fc,
clip_vit,transformer.resblocks.11.mlp.gelu,
clip_vit,transformer.resblocks.11.mlp.c_proj,
clip_vit,transformer.resblocks.11.ln_2,1
clip_vit,token_embedding,
clip_vit,ln_final,
resnet50,,
resnet50,conv1,
resnet50,bn1,
resnet50,relu,
resnet50,maxpool,
resnet50,layer1,
resnet50,layer1.0,
resnet50,layer1.0.conv1,
resnet50,layer1.0.bn1,
resnet50,layer1.0.conv2,
resnet50,layer1.0.bn2,
resnet50,layer1.0.conv3,
resnet50,layer1.0.bn3,
resnet50,layer1.0.relu,
resnet50,layer1.0.downsample,
resnet50,layer1.0.downsample.0,
resnet50,layer1.0.downsample.1,
resnet50,layer1.1,
resnet50,layer1.1.conv1,
resnet50,layer1.1.bn1,
resnet50,layer1.1.conv2,
resnet50,layer1.1.bn2,
resnet50,layer1.1.conv3,
resnet50,layer1.1.bn3,
resnet50,layer1.1.relu,
resnet50,layer1.2,
resnet50,layer1.2.conv1,
resnet50,layer1.2.bn1,
resnet50,layer1.2.conv2,
resnet50,layer1.2.bn2,
resnet50,layer1.2.conv3,
resnet50,layer1.2.bn3,
resnet50,layer1.2.relu,1
resnet50,layer2,
resnet50,layer2.0,
resnet50,layer2.0.conv1,
resnet50,layer2.0.bn1,
resnet50,layer2.0.conv2,
resnet50,layer2.0.bn2,
resnet50,layer2.0.conv3,
resnet50,layer2.0.bn3,
resnet50,layer2.0.relu,
resnet50,layer2.0.downsample,
resnet50,layer2.0.downsample.0,
resnet50,layer2.0.downsample.1,
resnet50,layer2.1,
resnet50,layer2.1.conv1,
resnet50,layer2.1.bn1,
resnet50,layer2.1.conv2,
resnet50,layer2.1.bn2,
resnet50,layer2.1.conv3,
resnet50,layer2.1.bn3,
resnet50,layer2.1.relu,
resnet50,layer2.2,
resnet50,layer2.2.conv1,
resnet50,layer2.2.bn1,
resnet50,layer2.2.conv2,
resnet50,layer2.2.bn2,
resnet50,layer2.2.conv3,
resnet50,layer2.2.bn3,
resnet50,layer2.2.relu,
resnet50,layer2.3,
resnet50,layer2.3.conv1,
resnet50,layer2.3.bn1,
resnet50,layer2.3.conv2,
resnet50,layer2.3.bn2,
resnet50,layer2.3.conv3,
resnet50,layer2.3.bn3,
resnet50,layer2.3.relu,1
resnet50,layer3,
resnet50,layer3.0,
resnet50,layer3.0.conv1,
resnet50,layer3.0.bn1,
resnet50,layer3.0.conv2,
resnet50,layer3.0.bn2,
resnet50,layer3.0.conv3,
resnet50,layer3.0.bn3,
resnet50,layer3.0.relu,
resnet50,layer3.0.downsample,
resnet50,layer3.0.downsample.0,
resnet50,layer3.0.downsample.1,
resnet50,layer3.1,
resnet50,layer3.1.conv1,
resnet50,layer3.1.bn1,
resnet50,layer3.1.conv2,
resnet50,layer3.1.bn2,
resnet50,layer3.1.conv3,
resnet50,layer3.1.bn3,
resnet50,layer3.1.relu,
resnet50,layer3.2,
resnet50,layer3.2.conv1,
resnet50,layer3.2.bn1,
resnet50,layer3.2.conv2,
resnet50,layer3.2.bn2,
resnet50,layer3.2.conv3,
resnet50,layer3.2.bn3,
resnet50,layer3.2.relu,
resnet50,layer3.3,
resnet50,layer3.3.conv1,
resnet50,layer3.3.bn1,
resnet50,layer3.3.conv2,
resnet50,layer3.3.bn2,
resnet50,layer3.3.conv3,
resnet50,layer3.3.bn3,
resnet50,layer3.3.relu,
resnet50,layer3.4,
resnet50,layer3.4.conv1,
resnet50,layer3.4.bn1,
resnet50,layer3.4.conv2,
resnet50,layer3.4.bn2,
resnet50,layer3.4.conv3,
resnet50,layer3.4.bn3,
resnet50,layer3.4.relu,
resnet50,layer3.5,
resnet50,layer3.5.conv1,
resnet50,layer3.5.bn1,
resnet50,layer3.5.conv2,
resnet50,layer3.5.bn2,
resnet50,layer3.5.conv3,
resnet50,layer3.5.bn3,
resnet50,layer3.5.relu,1
resnet50,layer4,
resnet50,layer4.0,
resnet50,layer4.0.conv1,
resnet50,layer4.0.bn1,
resnet50,layer4.0.conv2,
resnet50,layer4.0.bn2,
resnet50,layer4.0.conv3,
resnet50,layer4.0.bn3,
resnet50,layer4.0.relu,
resnet50,layer4.0.downsample,
resnet50,layer4.0.downsample.0,
resnet50,layer4.0.downsample.1,
resnet50,layer4.1,
resnet50,layer4.1.conv1,
resnet50,layer4.1.bn1,
resnet50,layer4.1.conv2,
resnet50,layer4.1.bn2,
resnet50,layer4.1.conv3,
resnet50,layer4.1.bn3,
resnet50,layer4.1.relu,
resnet50,layer4.2,
resnet50,layer4.2.conv1,
resnet50,layer4.2.bn1,
resnet50,layer4.2.conv2,
resnet50,layer4.2.bn2,
resnet50,layer4.2.conv3,
resnet50,layer4.2.bn3,
resnet50,layer4.2.relu,1
resnet50,avgpool,1
resnet50,fc,
resnet50_21k,,
resnet50_21k,conv1,
resnet50_21k,bn1,
resnet50_21k,act1,
resnet50_21k,maxpool,
resnet50_21k,layer1,
resnet50_21k,layer1.0,
resnet50_21k,layer1.0.conv1,
resnet50_21k,layer1.0.bn1,
resnet50_21k,layer1.0.act1,
resnet50_21k,layer1.0.conv2,
resnet50_21k,layer1.0.bn2,
resnet50_21k,layer1.0.drop_block,
resnet50_21k,layer1.0.act2,
resnet50_21k,layer1.0.aa,
resnet50_21k,layer1.0.conv3,
resnet50_21k,layer1.0.bn3,
resnet50_21k,layer1.0.act3,
resnet50_21k,layer1.0.downsample,
resnet50_21k,layer1.0.downsample.0,
resnet50_21k,layer1.0.downsample.1,
resnet50_21k,layer1.1,
resnet50_21k,layer1.1.conv1,
resnet50_21k,layer1.1.bn1,
resnet50_21k,layer1.1.act1,
resnet50_21k,layer1.1.conv2,
resnet50_21k,layer1.1.bn2,
resnet50_21k,layer1.1.drop_block,
resnet50_21k,layer1.1.act2,
resnet50_21k,layer1.1.aa,
resnet50_21k,layer1.1.conv3,
resnet50_21k,layer1.1.bn3,
resnet50_21k,layer1.1.act3,
resnet50_21k,layer1.2,
resnet50_21k,layer1.2.conv1,
resnet50_21k,layer1.2.bn1,
resnet50_21k,layer1.2.act1,
resnet50_21k,layer1.2.conv2,
resnet50_21k,layer1.2.bn2,
resnet50_21k,layer1.2.drop_block,
resnet50_21k,layer1.2.act2,
resnet50_21k,layer1.2.aa,
resnet50_21k,layer1.2.conv3,
resnet50_21k,layer1.2.bn3,
resnet50_21k,layer1.2.act3,1
resnet50_21k,layer2,
resnet50_21k,layer2.0,
resnet50_21k,layer2.0.conv1,
resnet50_21k,layer2.0.bn1,
resnet50_21k,layer2.0.act1,
resnet50_21k,layer2.0.conv2,
resnet50_21k,layer2.0.bn2,
resnet50_21k,layer2.0.drop_block,
resnet50_21k,layer2.0.act2,
resnet50_21k,layer2.0.aa,
resnet50_21k,layer2.0.conv3,
resnet50_21k,layer2.0.bn3,
resnet50_21k,layer2.0.act3,
resnet50_21k,layer2.0.downsample,
resnet50_21k,layer2.0.downsample.0,
resnet50_21k,layer2.0.downsample.1,
resnet50_21k,layer2.1,
resnet50_21k,layer2.1.conv1,
resnet50_21k,layer2.1.bn1,
resnet50_21k,layer2.1.act1,
resnet50_21k,layer2.1.conv2,
resnet50_21k,layer2.1.bn2,
resnet50_21k,layer2.1.drop_block,
resnet50_21k,layer2.1.act2,
resnet50_21k,layer2.1.aa,
resnet50_21k,layer2.1.conv3,
resnet50_21k,layer2.1.bn3,
resnet50_21k,layer2.1.act3,
resnet50_21k,layer2.2,
resnet50_21k,layer2.2.conv1,
resnet50_21k,layer2.2.bn1,
resnet50_21k,layer2.2.act1,
resnet50_21k,layer2.2.conv2,
resnet50_21k,layer2.2.bn2,
resnet50_21k,layer2.2.drop_block,
resnet50_21k,layer2.2.act2,
resnet50_21k,layer2.2.aa,
resnet50_21k,layer2.2.conv3,
resnet50_21k,layer2.2.bn3,
resnet50_21k,layer2.2.act3,
resnet50_21k,layer2.3,
resnet50_21k,layer2.3.conv1,
resnet50_21k,layer2.3.bn1,
resnet50_21k,layer2.3.act1,
resnet50_21k,layer2.3.conv2,
resnet50_21k,layer2.3.bn2,
resnet50_21k,layer2.3.drop_block,
resnet50_21k,layer2.3.act2,
resnet50_21k,layer2.3.aa,
resnet50_21k,layer2.3.conv3,
resnet50_21k,layer2.3.bn3,
resnet50_21k,layer2.3.act3,1
resnet50_21k,layer3,
resnet50_21k,layer3.0,
resnet50_21k,layer3.0.conv1,
resnet50_21k,layer3.0.bn1,
resnet50_21k,layer3.0.act1,
resnet50_21k,layer3.0.conv2,
resnet50_21k,layer3.0.bn2,
resnet50_21k,layer3.0.drop_block,
resnet50_21k,layer3.0.act2,
resnet50_21k,layer3.0.aa,
resnet50_21k,layer3.0.conv3,
resnet50_21k,layer3.0.bn3,
resnet50_21k,layer3.0.act3,
resnet50_21k,layer3.0.downsample,
resnet50_21k,layer3.0.downsample.0,
resnet50_21k,layer3.0.downsample.1,
resnet50_21k,layer3.1,
resnet50_21k,layer3.1.conv1,
resnet50_21k,layer3.1.bn1,
resnet50_21k,layer3.1.act1,
resnet50_21k,layer3.1.conv2,
resnet50_21k,layer3.1.bn2,
resnet50_21k,layer3.1.drop_block,
resnet50_21k,layer3.1.act2,
resnet50_21k,layer3.1.aa,
resnet50_21k,layer3.1.conv3,
resnet50_21k,layer3.1.bn3,
resnet50_21k,layer3.1.act3,
resnet50_21k,layer3.2,
resnet50_21k,layer3.2.conv1,
resnet50_21k,layer3.2.bn1,
resnet50_21k,layer3.2.act1,
resnet50_21k,layer3.2.conv2,
resnet50_21k,layer3.2.bn2,
resnet50_21k,layer3.2.drop_block,
resnet50_21k,layer3.2.act2,
resnet50_21k,layer3.2.aa,
resnet50_21k,layer3.2.conv3,
resnet50_21k,layer3.2.bn3,
resnet50_21k,layer3.2.act3,
resnet50_21k,layer3.3,
resnet50_21k,layer3.3.conv1,
resnet50_21k,layer3.3.bn1,
resnet50_21k,layer3.3.act1,
resnet50_21k,layer3.3.conv2,
resnet50_21k,layer3.3.bn2,
resnet50_21k,layer3.3.drop_block,
resnet50_21k,layer3.3.act2,
resnet50_21k,layer3.3.aa,
resnet50_21k,layer3.3.conv3,
resnet50_21k,layer3.3.bn3,
resnet50_21k,layer3.3.act3,
resnet50_21k,layer3.4,
resnet50_21k,layer3.4.conv1,
resnet50_21k,layer3.4.bn1,
resnet50_21k,layer3.4.act1,
resnet50_21k,layer3.4.conv2,
resnet50_21k,layer3.4.bn2,
resnet50_21k,layer3.4.drop_block,
resnet50_21k,layer3.4.act2,
resnet50_21k,layer3.4.aa,
resnet50_21k,layer3.4.conv3,
resnet50_21k,layer3.4.bn3,
resnet50_21k,layer3.4.act3,
resnet50_21k,layer3.5,
resnet50_21k,layer3.5.conv1,
resnet50_21k,layer3.5.bn1,
resnet50_21k,layer3.5.act1,
resnet50_21k,layer3.5.conv2,
resnet50_21k,layer3.5.bn2,
resnet50_21k,layer3.5.drop_block,
resnet50_21k,layer3.5.act2,
resnet50_21k,layer3.5.aa,
resnet50_21k,layer3.5.conv3,
resnet50_21k,layer3.5.bn3,
resnet50_21k,layer3.5.act3,1
resnet50_21k,layer4,
resnet50_21k,layer4.0,
resnet50_21k,layer4.0.conv1,
resnet50_21k,layer4.0.bn1,
resnet50_21k,layer4.0.act1,
resnet50_21k,layer4.0.conv2,
resnet50_21k,layer4.0.bn2,
resnet50_21k,layer4.0.drop_block,
resnet50_21k,layer4.0.act2,
resnet50_21k,layer4.0.aa,
resnet50_21k,layer4.0.conv3,
resnet50_21k,layer4.0.bn3,
resnet50_21k,layer4.0.act3,
resnet50_21k,layer4.0.downsample,
resnet50_21k,layer4.0.downsample.0,
resnet50_21k,layer4.0.downsample.1,
resnet50_21k,layer4.1,
resnet50_21k,layer4.1.conv1,
resnet50_21k,layer4.1.bn1,
resnet50_21k,layer4.1.act1,
resnet50_21k,layer4.1.conv2,
resnet50_21k,layer4.1.bn2,
resnet50_21k,layer4.1.drop_block,
resnet50_21k,layer4.1.act2,
resnet50_21k,layer4.1.aa,
resnet50_21k,layer4.1.conv3,
resnet50_21k,layer4.1.bn3,
resnet50_21k,layer4.1.act3,
resnet50_21k,layer4.2,
resnet50_21k,layer4.2.conv1,
resnet50_21k,layer4.2.bn1,
resnet50_21k,layer4.2.act1,
resnet50_21k,layer4.2.conv2,
resnet50_21k,layer4.2.bn2,
resnet50_21k,layer4.2.drop_block,
resnet50_21k,layer4.2.act2,
resnet50_21k,layer4.2.aa,
resnet50_21k,layer4.2.conv3,
resnet50_21k,layer4.2.bn3,
resnet50_21k,layer4.2.act3,1
resnet50_21k,global_pool,1
resnet50_21k,global_pool.pool,
resnet50_21k,global_pool.flatten,
resnet50_21k,fc,
clip_resnet_15m,,
clip_resnet_15m,visual,
clip_resnet_15m,visual.conv1,
clip_resnet_15m,visual.bn1,
clip_resnet_15m,visual.act1,
clip_resnet_15m,visual.conv2,
clip_resnet_15m,visual.bn2,
clip_resnet_15m,visual.act2,
clip_resnet_15m,visual.conv3,
clip_resnet_15m,visual.bn3,
clip_resnet_15m,visual.act3,
clip_resnet_15m,visual.avgpool,
clip_resnet_15m,visual.layer1,
clip_resnet_15m,visual.layer1.0,
clip_resnet_15m,visual.layer1.0.conv1,
clip_resnet_15m,visual.layer1.0.bn1,
clip_resnet_15m,visual.layer1.0.act1,
clip_resnet_15m,visual.layer1.0.conv2,
clip_resnet_15m,visual.layer1.0.bn2,
clip_resnet_15m,visual.layer1.0.act2,
clip_resnet_15m,visual.layer1.0.avgpool,
clip_resnet_15m,visual.layer1.0.conv3,
clip_resnet_15m,visual.layer1.0.bn3,
clip_resnet_15m,visual.layer1.0.act3,
clip_resnet_15m,visual.layer1.0.downsample,
clip_resnet_15m,visual.layer1.0.downsample.-1,
clip_resnet_15m,visual.layer1.0.downsample.0,
clip_resnet_15m,visual.layer1.0.downsample.1,
clip_resnet_15m,visual.layer1.1,
clip_resnet_15m,visual.layer1.1.conv1,
clip_resnet_15m,visual.layer1.1.bn1,
clip_resnet_15m,visual.layer1.1.act1,
clip_resnet_15m,visual.layer1.1.conv2,
clip_resnet_15m,visual.layer1.1.bn2,
clip_resnet_15m,visual.layer1.1.act2,
clip_resnet_15m,visual.layer1.1.avgpool,
clip_resnet_15m,visual.layer1.1.conv3,
clip_resnet_15m,visual.layer1.1.bn3,
clip_resnet_15m,visual.layer1.1.act3,
clip_resnet_15m,visual.layer1.2,
clip_resnet_15m,visual.layer1.2.conv1,
clip_resnet_15m,visual.layer1.2.bn1,
clip_resnet_15m,visual.layer1.2.act1,
clip_resnet_15m,visual.layer1.2.conv2,
clip_resnet_15m,visual.layer1.2.bn2,
clip_resnet_15m,visual.layer1.2.act2,
clip_resnet_15m,visual.layer1.2.avgpool,
clip_resnet_15m,visual.layer1.2.conv3,
clip_resnet_15m,visual.layer1.2.bn3,
clip_resnet_15m,visual.layer1.2.act3,1
clip_resnet_15m,visual.layer2,
clip_resnet_15m,visual.layer2.0,
clip_resnet_15m,visual.layer2.0.conv1,
clip_resnet_15m,visual.layer2.0.bn1,
clip_resnet_15m,visual.layer2.0.act1,
clip_resnet_15m,visual.layer2.0.conv2,
clip_resnet_15m,visual.layer2.0.bn2,
clip_resnet_15m,visual.layer2.0.act2,
clip_resnet_15m,visual.layer2.0.avgpool,
clip_resnet_15m,visual.layer2.0.conv3,
clip_resnet_15m,visual.layer2.0.bn3,
clip_resnet_15m,visual.layer2.0.act3,
clip_resnet_15m,visual.layer2.0.downsample,
clip_resnet_15m,visual.layer2.0.downsample.-1,
clip_resnet_15m,visual.layer2.0.downsample.0,
clip_resnet_15m,visual.layer2.0.downsample.1,
clip_resnet_15m,visual.layer2.1,
clip_resnet_15m,visual.layer2.1.conv1,
clip_resnet_15m,visual.layer2.1.bn1,
clip_resnet_15m,visual.layer2.1.act1,
clip_resnet_15m,visual.layer2.1.conv2,
clip_resnet_15m,visual.layer2.1.bn2,
clip_resnet_15m,visual.layer2.1.act2,
clip_resnet_15m,visual.layer2.1.avgpool,
clip_resnet_15m,visual.layer2.1.conv3,
clip_resnet_15m,visual.layer2.1.bn3,
clip_resnet_15m,visual.layer2.1.act3,
clip_resnet_15m,visual.layer2.2,
clip_resnet_15m,visual.layer2.2.conv1,
clip_resnet_15m,visual.layer2.2.bn1,
clip_resnet_15m,visual.layer2.2.act1,
clip_resnet_15m,visual.layer2.2.conv2,
clip_resnet_15m,visual.layer2.2.bn2,
clip_resnet_15m,visual.layer2.2.act2,
clip_resnet_15m,visual.layer2.2.avgpool,
clip_resnet_15m,visual.layer2.2.conv3,
clip_resnet_15m,visual.layer2.2.bn3,
clip_resnet_15m,visual.layer2.2.act3,
clip_resnet_15m,visual.layer2.3,
clip_resnet_15m,visual.layer2.3.conv1,
clip_resnet_15m,visual.layer2.3.bn1,
clip_resnet_15m,visual.layer2.3.act1,
clip_resnet_15m,visual.layer2.3.conv2,
clip_resnet_15m,visual.layer2.3.bn2,
clip_resnet_15m,visual.layer2.3.act2,
clip_resnet_15m,visual.layer2.3.avgpool,
clip_resnet_15m,visual.layer2.3.conv3,
clip_resnet_15m,visual.layer2.3.bn3,
clip_resnet_15m,visual.layer2.3.act3,1
clip_resnet_15m,visual.layer3,
clip_resnet_15m,visual.layer3.0,
clip_resnet_15m,visual.layer3.0.conv1,
clip_resnet_15m,visual.layer3.0.bn1,
clip_resnet_15m,visual.layer3.0.act1,
clip_resnet_15m,visual.layer3.0.conv2,
clip_resnet_15m,visual.layer3.0.bn2,
clip_resnet_15m,visual.layer3.0.act2,
clip_resnet_15m,visual.layer3.0.avgpool,
clip_resnet_15m,visual.layer3.0.conv3,
clip_resnet_15m,visual.layer3.0.bn3,
clip_resnet_15m,visual.layer3.0.act3,
clip_resnet_15m,visual.layer3.0.downsample,
clip_resnet_15m,visual.layer3.0.downsample.-1,
clip_resnet_15m,visual.layer3.0.downsample.0,
clip_resnet_15m,visual.layer3.0.downsample.1,
clip_resnet_15m,visual.layer3.1,
clip_resnet_15m,visual.layer3.1.conv1,
clip_resnet_15m,visual.layer3.1.bn1,
clip_resnet_15m,visual.layer3.1.act1,
clip_resnet_15m,visual.layer3.1.conv2,
clip_resnet_15m,visual.layer3.1.bn2,
clip_resnet_15m,visual.layer3.1.act2,
clip_resnet_15m,visual.layer3.1.avgpool,
clip_resnet_15m,visual.layer3.1.conv3,
clip_resnet_15m,visual.layer3.1.bn3,
clip_resnet_15m,visual.layer3.1.act3,
clip_resnet_15m,visual.layer3.2,
clip_resnet_15m,visual.layer3.2.conv1,
clip_resnet_15m,visual.layer3.2.bn1,
clip_resnet_15m,visual.layer3.2.act1,
clip_resnet_15m,visual.layer3.2.conv2,
clip_resnet_15m,visual.layer3.2.bn2,
clip_resnet_15m,visual.layer3.2.act2,
clip_resnet_15m,visual.layer3.2.avgpool,
clip_resnet_15m,visual.layer3.2.conv3,
clip_resnet_15m,visual.layer3.2.bn3,
clip_resnet_15m,visual.layer3.2.act3,
clip_resnet_15m,visual.layer3.3,
clip_resnet_15m,visual.layer3.3.conv1,
clip_resnet_15m,visual.layer3.3.bn1,
clip_resnet_15m,visual.layer3.3.act1,
clip_resnet_15m,visual.layer3.3.conv2,
clip_resnet_15m,visual.layer3.3.bn2,
clip_resnet_15m,visual.layer3.3.act2,
clip_resnet_15m,visual.layer3.3.avgpool,
clip_resnet_15m,visual.layer3.3.conv3,
clip_resnet_15m,visual.layer3.3.bn3,
