model,layers,use
clip_resnet_15m,visual.layer3.3.act3,
clip_resnet_15m,visual.layer3.4,
clip_resnet_15m,visual.layer3.4.conv1,
clip_resnet_15m,visual.layer3.4.bn1,
clip_resnet_15m,visual.layer3.4.act1,
clip_resnet_15m,visual.layer3.4.conv2,
clip_resnet_15m,visual.layer3.4.bn2,
clip_resnet_15m,visual.layer3.4.act2,
clip_resnet_15m,visual.layer3.4.avgpool,
clip_resnet_15m,visual.layer3.4.conv3,
clip_resnet_15m,visual.layer3.4.bn3,
clip_resnet_15m,visual.layer3.4.act3,
clip_resnet_15m,visual.layer3.5,
clip_resnet_15m,visual.layer3.5.conv1,
clip_resnet_15m,visual.layer3.5.bn1,
clip_resnet_15m,visual.layer3.5.act1,
clip_resnet_15m,visual.layer3.5.conv2,
clip_resnet_15m,visual.layer3.5.bn2,
clip_resnet_15m,visual.layer3.5.act2,
clip_resnet_15m,visual.layer3.5.avgpool,
clip_resnet_15m,visual.layer3.5.conv3,
clip_resnet_15m,visual.layer3.5.bn3,
clip_resnet_15m,visual.layer3.5.act3,1
clip_resnet_15m,visual.layer4,
clip_resnet_15m,visual.layer4.0,
clip_resnet_15m,visual.layer4.0.conv1,
clip_resnet_15m,visual.layer4.0.bn1,
clip_resnet_15m,visual.layer4.0.act1,
clip_resnet_15m,visual.layer4.0.conv2,
clip_resnet_15m,visual.layer4.0.bn2,
clip_resnet_15m,visual.layer4.0.act2,
clip_resnet_15m,visual.layer4.0.avgpool,
clip_resnet_15m,visual.layer4.0.conv3,
clip_resnet_15m,visual.layer4.0.bn3,
clip_resnet_15m,visual.layer4.0.act3,
clip_resnet_15m,visual.layer4.0.downsample,
clip_resnet_15m,visual.layer4.0.downsample.-1,
clip_resnet_15m,visual.layer4.0.downsample.0,
clip_resnet_15m,visual.layer4.0.downsample.1,
clip_resnet_15m,visual.layer4.1,
clip_resnet_15m,visual.layer4.1.conv1,
clip_resnet_15m,visual.layer4.1.bn1,
clip_resnet_15m,visual.layer4.1.act1,
clip_resnet_15m,visual.layer4.1.conv2,
clip_resnet_15m,visual.layer4.1.bn2,
clip_resnet_15m,visual.layer4.1.act2,
clip_resnet_15m,visual.layer4.1.avgpool,
clip_resnet_15m,visual.layer4.1.conv3,
clip_resnet_15m,visual.layer4.1.bn3,
clip_resnet_15m,visual.layer4.1.act3,
clip_resnet_15m,visual.layer4.2,
clip_resnet_15m,visual.layer4.2.conv1,
clip_resnet_15m,visual.layer4.2.bn1,
clip_resnet_15m,visual.layer4.2.act1,
clip_resnet_15m,visual.layer4.2.conv2,
clip_resnet_15m,visual.layer4.2.bn2,
clip_resnet_15m,visual.layer4.2.act2,
clip_resnet_15m,visual.layer4.2.avgpool,
clip_resnet_15m,visual.layer4.2.conv3,
clip_resnet_15m,visual.layer4.2.bn3,
clip_resnet_15m,visual.layer4.2.act3,1
clip_resnet_15m,visual.attnpool,
clip_resnet_15m,visual.attnpool.k_proj,
clip_resnet_15m,visual.attnpool.q_proj,
clip_resnet_15m,visual.attnpool.v_proj,
clip_resnet_15m,visual.attnpool.c_proj,1
clip_resnet_15m,transformer,
clip_resnet_15m,transformer.resblocks,
clip_resnet_15m,transformer.resblocks.0,
clip_resnet_15m,transformer.resblocks.0.ln_1,
clip_resnet_15m,transformer.resblocks.0.attn,
clip_resnet_15m,transformer.resblocks.0.attn.out_proj,
clip_resnet_15m,transformer.resblocks.0.ls_1,
clip_resnet_15m,transformer.resblocks.0.ln_2,
clip_resnet_15m,transformer.resblocks.0.mlp,
clip_resnet_15m,transformer.resblocks.0.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.0.mlp.gelu,
clip_resnet_15m,transformer.resblocks.0.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.0.ls_2,
clip_resnet_15m,transformer.resblocks.1,
clip_resnet_15m,transformer.resblocks.1.ln_1,
clip_resnet_15m,transformer.resblocks.1.attn,
clip_resnet_15m,transformer.resblocks.1.attn.out_proj,
clip_resnet_15m,transformer.resblocks.1.ls_1,
clip_resnet_15m,transformer.resblocks.1.ln_2,
clip_resnet_15m,transformer.resblocks.1.mlp,
clip_resnet_15m,transformer.resblocks.1.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.1.mlp.gelu,
clip_resnet_15m,transformer.resblocks.1.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.1.ls_2,
clip_resnet_15m,transformer.resblocks.2,
clip_resnet_15m,transformer.resblocks.2.ln_1,
clip_resnet_15m,transformer.resblocks.2.attn,
clip_resnet_15m,transformer.resblocks.2.attn.out_proj,
clip_resnet_15m,transformer.resblocks.2.ls_1,
clip_resnet_15m,transformer.resblocks.2.ln_2,
clip_resnet_15m,transformer.resblocks.2.mlp,
clip_resnet_15m,transformer.resblocks.2.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.2.mlp.gelu,
clip_resnet_15m,transformer.resblocks.2.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.2.ls_2,
clip_resnet_15m,transformer.resblocks.3,
clip_resnet_15m,transformer.resblocks.3.ln_1,
clip_resnet_15m,transformer.resblocks.3.attn,
clip_resnet_15m,transformer.resblocks.3.attn.out_proj,
clip_resnet_15m,transformer.resblocks.3.ls_1,
clip_resnet_15m,transformer.resblocks.3.ln_2,
clip_resnet_15m,transformer.resblocks.3.mlp,
clip_resnet_15m,transformer.resblocks.3.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.3.mlp.gelu,
clip_resnet_15m,transformer.resblocks.3.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.3.ls_2,
clip_resnet_15m,transformer.resblocks.4,
clip_resnet_15m,transformer.resblocks.4.ln_1,
clip_resnet_15m,transformer.resblocks.4.attn,
clip_resnet_15m,transformer.resblocks.4.attn.out_proj,
clip_resnet_15m,transformer.resblocks.4.ls_1,
clip_resnet_15m,transformer.resblocks.4.ln_2,
clip_resnet_15m,transformer.resblocks.4.mlp,
clip_resnet_15m,transformer.resblocks.4.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.4.mlp.gelu,
clip_resnet_15m,transformer.resblocks.4.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.4.ls_2,
clip_resnet_15m,transformer.resblocks.5,
clip_resnet_15m,transformer.resblocks.5.ln_1,
clip_resnet_15m,transformer.resblocks.5.attn,
clip_resnet_15m,transformer.resblocks.5.attn.out_proj,
clip_resnet_15m,transformer.resblocks.5.ls_1,
clip_resnet_15m,transformer.resblocks.5.ln_2,
clip_resnet_15m,transformer.resblocks.5.mlp,
clip_resnet_15m,transformer.resblocks.5.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.5.mlp.gelu,
clip_resnet_15m,transformer.resblocks.5.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.5.ls_2,
clip_resnet_15m,transformer.resblocks.6,
clip_resnet_15m,transformer.resblocks.6.ln_1,
clip_resnet_15m,transformer.resblocks.6.attn,
clip_resnet_15m,transformer.resblocks.6.attn.out_proj,
clip_resnet_15m,transformer.resblocks.6.ls_1,
clip_resnet_15m,transformer.resblocks.6.ln_2,
clip_resnet_15m,transformer.resblocks.6.mlp,
clip_resnet_15m,transformer.resblocks.6.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.6.mlp.gelu,
clip_resnet_15m,transformer.resblocks.6.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.6.ls_2,
clip_resnet_15m,transformer.resblocks.7,
clip_resnet_15m,transformer.resblocks.7.ln_1,
clip_resnet_15m,transformer.resblocks.7.attn,
clip_resnet_15m,transformer.resblocks.7.attn.out_proj,
clip_resnet_15m,transformer.resblocks.7.ls_1,
clip_resnet_15m,transformer.resblocks.7.ln_2,
clip_resnet_15m,transformer.resblocks.7.mlp,
clip_resnet_15m,transformer.resblocks.7.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.7.mlp.gelu,
clip_resnet_15m,transformer.resblocks.7.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.7.ls_2,
clip_resnet_15m,transformer.resblocks.8,
clip_resnet_15m,transformer.resblocks.8.ln_1,
clip_resnet_15m,transformer.resblocks.8.attn,
clip_resnet_15m,transformer.resblocks.8.attn.out_proj,
clip_resnet_15m,transformer.resblocks.8.ls_1,
clip_resnet_15m,transformer.resblocks.8.ln_2,
clip_resnet_15m,transformer.resblocks.8.mlp,
clip_resnet_15m,transformer.resblocks.8.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.8.mlp.gelu,
clip_resnet_15m,transformer.resblocks.8.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.8.ls_2,
clip_resnet_15m,transformer.resblocks.9,
clip_resnet_15m,transformer.resblocks.9.ln_1,
clip_resnet_15m,transformer.resblocks.9.attn,
clip_resnet_15m,transformer.resblocks.9.attn.out_proj,
clip_resnet_15m,transformer.resblocks.9.ls_1,
clip_resnet_15m,transformer.resblocks.9.ln_2,
clip_resnet_15m,transformer.resblocks.9.mlp,
clip_resnet_15m,transformer.resblocks.9.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.9.mlp.gelu,
clip_resnet_15m,transformer.resblocks.9.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.9.ls_2,
clip_resnet_15m,transformer.resblocks.10,
clip_resnet_15m,transformer.resblocks.10.ln_1,
clip_resnet_15m,transformer.resblocks.10.attn,
clip_resnet_15m,transformer.resblocks.10.attn.out_proj,
clip_resnet_15m,transformer.resblocks.10.ls_1,
clip_resnet_15m,transformer.resblocks.10.ln_2,
clip_resnet_15m,transformer.resblocks.10.mlp,
clip_resnet_15m,transformer.resblocks.10.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.10.mlp.gelu,
clip_resnet_15m,transformer.resblocks.10.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.10.ls_2,
clip_resnet_15m,transformer.resblocks.11,
clip_resnet_15m,transformer.resblocks.11.ln_1,
clip_resnet_15m,transformer.resblocks.11.attn,
clip_resnet_15m,transformer.resblocks.11.attn.out_proj,
clip_resnet_15m,transformer.resblocks.11.ls_1,
clip_resnet_15m,transformer.resblocks.11.ln_2,
clip_resnet_15m,transformer.resblocks.11.mlp,
clip_resnet_15m,transformer.resblocks.11.mlp.c_fc,
clip_resnet_15m,transformer.resblocks.11.mlp.gelu,
clip_resnet_15m,transformer.resblocks.11.mlp.c_proj,
clip_resnet_15m,transformer.resblocks.11.ls_2,
clip_resnet_15m,token_embedding,
clip_resnet_15m,ln_final,
clip_resnet,,
clip_resnet,visual,
clip_resnet,visual.conv1,
clip_resnet,visual.bn1,
clip_resnet,visual.relu1,
clip_resnet,visual.conv2,
clip_resnet,visual.bn2,
clip_resnet,visual.relu2,
clip_resnet,visual.conv3,
clip_resnet,visual.bn3,
clip_resnet,visual.relu3,
clip_resnet,visual.avgpool,
clip_resnet,visual.layer1,
clip_resnet,visual.layer1.0,
clip_resnet,visual.layer1.0.conv1,
clip_resnet,visual.layer1.0.bn1,
clip_resnet,visual.layer1.0.relu1,
clip_resnet,visual.layer1.0.conv2,
clip_resnet,visual.layer1.0.bn2,
clip_resnet,visual.layer1.0.relu2,
clip_resnet,visual.layer1.0.avgpool,
clip_resnet,visual.layer1.0.conv3,
clip_resnet,visual.layer1.0.bn3,
clip_resnet,visual.layer1.0.relu3,
clip_resnet,visual.layer1.0.downsample,
clip_resnet,visual.layer1.0.downsample.-1,
clip_resnet,visual.layer1.0.downsample.0,
clip_resnet,visual.layer1.0.downsample.1,
clip_resnet,visual.layer1.1,
clip_resnet,visual.layer1.1.conv1,
clip_resnet,visual.layer1.1.bn1,
clip_resnet,visual.layer1.1.relu1,
clip_resnet,visual.layer1.1.conv2,
clip_resnet,visual.layer1.1.bn2,
clip_resnet,visual.layer1.1.relu2,
clip_resnet,visual.layer1.1.avgpool,
clip_resnet,visual.layer1.1.conv3,
clip_resnet,visual.layer1.1.bn3,
clip_resnet,visual.layer1.1.relu3,
clip_resnet,visual.layer1.2,
clip_resnet,visual.layer1.2.conv1,
clip_resnet,visual.layer1.2.bn1,
clip_resnet,visual.layer1.2.relu1,
clip_resnet,visual.layer1.2.conv2,
clip_resnet,visual.layer1.2.bn2,
clip_resnet,visual.layer1.2.relu2,
clip_resnet,visual.layer1.2.avgpool,
clip_resnet,visual.layer1.2.conv3,
clip_resnet,visual.layer1.2.bn3,
clip_resnet,visual.layer1.2.relu3,1
clip_resnet,visual.layer2,
clip_resnet,visual.layer2.0,
clip_resnet,visual.layer2.0.conv1,
clip_resnet,visual.layer2.0.bn1,
clip_resnet,visual.layer2.0.relu1,
clip_resnet,visual.layer2.0.conv2,
clip_resnet,visual.layer2.0.bn2,
clip_resnet,visual.layer2.0.relu2,
clip_resnet,visual.layer2.0.avgpool,
clip_resnet,visual.layer2.0.conv3,
clip_resnet,visual.layer2.0.bn3,
clip_resnet,visual.layer2.0.relu3,
clip_resnet,visual.layer2.0.downsample,
clip_resnet,visual.layer2.0.downsample.-1,
clip_resnet,visual.layer2.0.downsample.0,
clip_resnet,visual.layer2.0.downsample.1,
clip_resnet,visual.layer2.1,
clip_resnet,visual.layer2.1.conv1,
clip_resnet,visual.layer2.1.bn1,
clip_resnet,visual.layer2.1.relu1,
clip_resnet,visual.layer2.1.conv2,
clip_resnet,visual.layer2.1.bn2,
clip_resnet,visual.layer2.1.relu2,
clip_resnet,visual.layer2.1.avgpool,
clip_resnet,visual.layer2.1.conv3,
clip_resnet,visual.layer2.1.bn3,
clip_resnet,visual.layer2.1.relu3,
clip_resnet,visual.layer2.2,
clip_resnet,visual.layer2.2.conv1,
clip_resnet,visual.layer2.2.bn1,
clip_resnet,visual.layer2.2.relu1,
clip_resnet,visual.layer2.2.conv2,
clip_resnet,visual.layer2.2.bn2,
clip_resnet,visual.layer2.2.relu2,
clip_resnet,visual.layer2.2.avgpool,
clip_resnet,visual.layer2.2.conv3,
clip_resnet,visual.layer2.2.bn3,
clip_resnet,visual.layer2.2.relu3,
clip_resnet,visual.layer2.3,
clip_resnet,visual.layer2.3.conv1,
clip_resnet,visual.layer2.3.bn1,
clip_resnet,visual.layer2.3.relu1,
clip_resnet,visual.layer2.3.conv2,
clip_resnet,visual.layer2.3.bn2,
clip_resnet,visual.layer2.3.relu2,
clip_resnet,visual.layer2.3.avgpool,
clip_resnet,visual.layer2.3.conv3,
clip_resnet,visual.layer2.3.bn3,
clip_resnet,visual.layer2.3.relu3,1
clip_resnet,visual.layer3,
clip_resnet,visual.layer3.0,
clip_resnet,visual.layer3.0.conv1,
clip_resnet,visual.layer3.0.bn1,
clip_resnet,visual.layer3.0.relu1,
clip_resnet,visual.layer3.0.conv2,
clip_resnet,visual.layer3.0.bn2,
clip_resnet,visual.layer3.0.relu2,
clip_resnet,visual.layer3.0.avgpool,
clip_resnet,visual.layer3.0.conv3,
clip_resnet,visual.layer3.0.bn3,
clip_resnet,visual.layer3.0.relu3,
clip_resnet,visual.layer3.0.downsample,
clip_resnet,visual.layer3.0.downsample.-1,
clip_resnet,visual.layer3.0.downsample.0,
clip_resnet,visual.layer3.0.downsample.1,
clip_resnet,visual.layer3.1,
clip_resnet,visual.layer3.1.conv1,
clip_resnet,visual.layer3.1.bn1,
clip_resnet,visual.layer3.1.relu1,
clip_resnet,visual.layer3.1.conv2,
clip_resnet,visual.layer3.1.bn2,
clip_resnet,visual.layer3.1.relu2,
clip_resnet,visual.layer3.1.avgpool,
clip_resnet,visual.layer3.1.conv3,
clip_resnet,visual.layer3.1.bn3,
clip_resnet,visual.layer3.1.relu3,
clip_resnet,visual.layer3.2,
clip_resnet,visual.layer3.2.conv1,
clip_resnet,visual.layer3.2.bn1,
clip_resnet,visual.layer3.2.relu1,
clip_resnet,visual.layer3.2.conv2,
clip_resnet,visual.layer3.2.bn2,
clip_resnet,visual.layer3.2.relu2,
clip_resnet,visual.layer3.2.avgpool,
clip_resnet,visual.layer3.2.conv3,
clip_resnet,visual.layer3.2.bn3,
clip_resnet,visual.layer3.2.relu3,
clip_resnet,visual.layer3.3,
clip_resnet,visual.layer3.3.conv1,
clip_resnet,visual.layer3.3.bn1,
clip_resnet,visual.layer3.3.relu1,
clip_resnet,visual.layer3.3.conv2,
clip_resnet,visual.layer3.3.bn2,
clip_resnet,visual.layer3.3.relu2,
clip_resnet,visual.layer3.3.avgpool,
clip_resnet,visual.layer3.3.conv3,
clip_resnet,visual.layer3.3.bn3,
clip_resnet,visual.layer3.3.relu3,
clip_resnet,visual.layer3.4,
clip_resnet,visual.layer3.4.conv1,
clip_resnet,visual.layer3.4.bn1,
clip_resnet,visual.layer3.4.relu1,
clip_resnet,visual.layer3.4.conv2,
clip_resnet,visual.layer3.4.bn2,
clip_resnet,visual.layer3.4.relu2,
clip_resnet,visual.layer3.4.avgpool,
clip_resnet,visual.layer3.4.conv3,
clip_resnet,visual.layer3.4.bn3,
clip_resnet,visual.layer3.4.relu3,
clip_resnet,visual.layer3.5,
clip_resnet,visual.layer3.5.conv1,
clip_resnet,visual.layer3.5.bn1,
clip_resnet,visual.layer3.5.relu1,
clip_resnet,visual.layer3.5.conv2,
clip_resnet,visual.layer3.5.bn2,
clip_resnet,visual.layer3.5.relu2,
clip_resnet,visual.layer3.5.avgpool,
clip_resnet,visual.layer3.5.conv3,
clip_resnet,visual.layer3.5.bn3,
clip_resnet,visual.layer3.5.relu3,1
clip_resnet,visual.layer4,
clip_resnet,visual.layer4.0,
clip_resnet,visual.layer4.0.conv1,
clip_resnet,visual.layer4.0.bn1,
clip_resnet,visual.layer4.0.relu1,
clip_resnet,visual.layer4.0.conv2,
clip_resnet,visual.layer4.0.bn2,
clip_resnet,visual.layer4.0.relu2,
clip_resnet,visual.layer4.0.avgpool,
clip_resnet,visual.layer4.0.conv3,
clip_resnet,visual.layer4.0.bn3,
clip_resnet,visual.layer4.0.relu3,
clip_resnet,visual.layer4.0.downsample,
clip_resnet,visual.layer4.0.downsample.-1,
clip_resnet,visual.layer4.0.downsample.0,
clip_resnet,visual.layer4.0.downsample.1,
clip_resnet,visual.layer4.1,
clip_resnet,visual.layer4.1.conv1,
clip_resnet,visual.layer4.1.bn1,
clip_resnet,visual.layer4.1.relu1,
clip_resnet,visual.layer4.1.conv2,
clip_resnet,visual.layer4.1.bn2,
clip_resnet,visual.layer4.1.relu2,
clip_resnet,visual.layer4.1.avgpool,
clip_resnet,visual.layer4.1.conv3,
clip_resnet,visual.layer4.1.bn3,
clip_resnet,visual.layer4.1.relu3,
clip_resnet,visual.layer4.2,
clip_resnet,visual.layer4.2.conv1,
clip_resnet,visual.layer4.2.bn1,
clip_resnet,visual.layer4.2.relu1,
clip_resnet,visual.layer4.2.conv2,
clip_resnet,visual.layer4.2.bn2,
clip_resnet,visual.layer4.2.relu2,
clip_resnet,visual.layer4.2.avgpool,
clip_resnet,visual.layer4.2.conv3,
clip_resnet,visual.layer4.2.bn3,
clip_resnet,visual.layer4.2.relu3,1
clip_resnet,visual.attnpool,
clip_resnet,visual.attnpool.k_proj,
clip_resnet,visual.attnpool.q_proj,
clip_resnet,visual.attnpool.v_proj,
clip_resnet,visual.attnpool.c_proj,1
clip_resnet,transformer,
clip_resnet,transformer.resblocks,
clip_resnet,transformer.resblocks.0,
clip_resnet,transformer.resblocks.0.attn,
clip_resnet,transformer.resblocks.0.attn.out_proj,
clip_resnet,transformer.resblocks.0.ln_1,
clip_resnet,transformer.resblocks.0.mlp,
clip_resnet,transformer.resblocks.0.mlp.c_fc,
clip_resnet,transformer.resblocks.0.mlp.gelu,
clip_resnet,transformer.resblocks.0.mlp.c_proj,
clip_resnet,transformer.resblocks.0.ln_2,
clip_resnet,transformer.resblocks.1,
clip_resnet,transformer.resblocks.1.attn,
clip_resnet,transformer.resblocks.1.attn.out_proj,
clip_resnet,transformer.resblocks.1.ln_1,
clip_resnet,transformer.resblocks.1.mlp,
clip_resnet,transformer.resblocks.1.mlp.c_fc,
clip_resnet,transformer.resblocks.1.mlp.gelu,
clip_resnet,transformer.resblocks.1.mlp.c_proj,
clip_resnet,transformer.resblocks.1.ln_2,
clip_resnet,transformer.resblocks.2,
clip_resnet,transformer.resblocks.2.attn,
clip_resnet,transformer.resblocks.2.attn.out_proj,
clip_resnet,transformer.resblocks.2.ln_1,
clip_resnet,transformer.resblocks.2.mlp,
clip_resnet,transformer.resblocks.2.mlp.c_fc,
clip_resnet,transformer.resblocks.2.mlp.gelu,
clip_resnet,transformer.resblocks.2.mlp.c_proj,
clip_resnet,transformer.resblocks.2.ln_2,
clip_resnet,transformer.resblocks.3,
clip_resnet,transformer.resblocks.3.attn,
clip_resnet,transformer.resblocks.3.attn.out_proj,
clip_resnet,transformer.resblocks.3.ln_1,
clip_resnet,transformer.resblocks.3.mlp,
clip_resnet,transformer.resblocks.3.mlp.c_fc,
clip_resnet,transformer.resblocks.3.mlp.gelu,
clip_resnet,transformer.resblocks.3.mlp.c_proj,
clip_resnet,transformer.resblocks.3.ln_2,
clip_resnet,transformer.resblocks.4,
clip_resnet,transformer.resblocks.4.attn,
clip_resnet,transformer.resblocks.4.attn.out_proj,
clip_resnet,transformer.resblocks.4.ln_1,
clip_resnet,transformer.resblocks.4.mlp,
clip_resnet,transformer.resblocks.4.mlp.c_fc,
clip_resnet,transformer.resblocks.4.mlp.gelu,
clip_resnet,transformer.resblocks.4.mlp.c_proj,
clip_resnet,transformer.resblocks.4.ln_2,
clip_resnet,transformer.resblocks.5,
clip_resnet,transformer.resblocks.5.attn,
clip_resnet,transformer.resblocks.5.attn.out_proj,
clip_resnet,transformer.resblocks.5.ln_1,
clip_resnet,transformer.resblocks.5.mlp,
clip_resnet,transformer.resblocks.5.mlp.c_fc,
clip_resnet,transformer.resblocks.5.mlp.gelu,
clip_resnet,transformer.resblocks.5.mlp.c_proj,
clip_resnet,transformer.resblocks.5.ln_2,
clip_resnet,transformer.resblocks.6,
clip_resnet,transformer.resblocks.6.attn,
clip_resnet,transformer.resblocks.6.attn.out_proj,
clip_resnet,transformer.resblocks.6.ln_1,
clip_resnet,transformer.resblocks.6.mlp,
clip_resnet,transformer.resblocks.6.mlp.c_fc,
clip_resnet,transformer.resblocks.6.mlp.gelu,
clip_resnet,transformer.resblocks.6.mlp.c_proj,
clip_resnet,transformer.resblocks.6.ln_2,
clip_resnet,transformer.resblocks.7,
clip_resnet,transformer.resblocks.7.attn,
clip_resnet,transformer.resblocks.7.attn.out_proj,
clip_resnet,transformer.resblocks.7.ln_1,
clip_resnet,transformer.resblocks.7.mlp,
clip_resnet,transformer.resblocks.7.mlp.c_fc,
clip_resnet,transformer.resblocks.7.mlp.gelu,
clip_resnet,transformer.resblocks.7.mlp.c_proj,
clip_resnet,transformer.resblocks.7.ln_2,
clip_resnet,transformer.resblocks.8,
clip_resnet,transformer.resblocks.8.attn,
clip_resnet,transformer.resblocks.8.attn.out_proj,
clip_resnet,transformer.resblocks.8.ln_1,
clip_resnet,transformer.resblocks.8.mlp,
clip_resnet,transformer.resblocks.8.mlp.c_fc,
clip_resnet,transformer.resblocks.8.mlp.gelu,
clip_resnet,transformer.resblocks.8.mlp.c_proj,
clip_resnet,transformer.resblocks.8.ln_2,
clip_resnet,transformer.resblocks.9,
clip_resnet,transformer.resblocks.9.attn,
clip_resnet,transformer.resblocks.9.attn.out_proj,
clip_resnet,transformer.resblocks.9.ln_1,
clip_resnet,transformer.resblocks.9.mlp,
clip_resnet,transformer.resblocks.9.mlp.c_fc,
clip_resnet,transformer.resblocks.9.mlp.gelu,
clip_resnet,transformer.resblocks.9.mlp.c_proj,
clip_resnet,transformer.resblocks.9.ln_2,
clip_resnet,transformer.resblocks.10,
clip_resnet,transformer.resblocks.10.attn,
clip_resnet,transformer.resblocks.10.attn.out_proj,
clip_resnet,transformer.resblocks.10.ln_1,
clip_resnet,transformer.resblocks.10.mlp,
clip_resnet,transformer.resblocks.10.mlp.c_fc,
clip_resnet,transformer.resblocks.10.mlp.gelu,
clip_resnet,transformer.resblocks.10.mlp.c_proj,
clip_resnet,transformer.resblocks.10.ln_2,
clip_resnet,transformer.resblocks.11,
clip_resnet,transformer.resblocks.11.attn,
clip_resnet,transformer.resblocks.11.attn.out_proj,
clip_resnet,transformer.resblocks.11.ln_1,
clip_resnet,transformer.resblocks.11.mlp,
clip_resnet,transformer.resblocks.11.mlp.c_fc,
clip_resnet,transformer.resblocks.11.mlp.gelu,
clip_resnet,transformer.resblocks.11.mlp.c_proj,
clip_resnet,transformer.resblocks.11.ln_2,
clip_resnet,token_embedding,
clip_resnet,ln_final,
