,OBJ (6).png,OBJ (25).png,OBJ (1).png,OBJ (38).png,OBJ (12).png,OBJ (21).png,OBJ (19).png,OBJ (18).png,OBJ (4).png,OBJ (41).png,OBJ (47).png,OBJ (46).png,OBJ (11).png,OBJ (16).png,OBJ (44).png,OBJ (27).png,OBJ (14).png,OBJ (32).png,OBJ (23).png,OBJ (29).png,OBJ (7).png,OBJ (8).png,OBJ (22).png,OBJ (42).png,OBJ (31).png,OBJ (45).png,OBJ (20).png,OBJ (17).png,OBJ (30).png,OBJ (10).png
OBJ (6).png,1.0,0.999129286020544,0.9987503747421149,0.9995975154348962,0.9989950003457471,0.998738643384911,0.9994918744301687,0.9995893986620382,0.9983285525380861,0.9980294642940094,0.9984573086064484,0.999453542215626,0.9993616448517398,0.9992252630316133,0.9986932413345877,0.9993188507325965,0.9988326236278549,0.9996571325685009,0.998788863050803,0.9991532911893214,0.9965333343833855,0.9990943653131855,0.9974795787513787,0.9994106870232122,0.999133574252047,0.9975141574363412,0.9997154349522548,0.9995625844973816,0.9970800317255176,0.9992917642146872
OBJ (25).png,0.999129286020544,1.0,0.9982042361215441,0.998932458329579,0.9992696033503341,0.999101983634834,0.9993559484414062,0.9986789771696691,0.9974050958236458,0.9982894496320012,0.9975720933841264,0.9985930659314637,0.998999333042268,0.999285236309989,0.9973651021820528,0.9986823553978657,0.9988452370442771,0.9993346100370843,0.9982912752669958,0.9991928451148356,0.9952304888283969,0.999452231926265,0.9982291411469686,0.9985124177606407,0.9991064732359713,0.9985614693318137,0.9994124008834472,0.9993361009781505,0.9978233595804841,0.9985330621998904
OBJ (1).png,0.9987503747421148,0.998204236121544,1.0,0.9981641971243402,0.9987374662975758,0.9973412045511739,0.998898131745817,0.9989368471023142,0.9958987879961643,0.9970401304826864,0.9962873108185272,0.9978816910809672,0.9975431146202134,0.9992462900107681,0.997971696977287,0.9976951013708657,0.9992831141935143,0.9986300935936395,0.997131070358706,0.9975371621170073,0.9954227094995727,0.9980679224809927,0.9964661102778889,0.9980863779048929,0.9978587813783554,0.998320212105983,0.9990345651462531,0.998694871588979,0.9970538514819457,0.9985099209622308
OBJ (38).png,0.9995975154348963,0.9989324583295788,0.9981641971243405,1.0,0.9986127788347132,0.9990142021160193,0.9992945547848887,0.9991647074854189,0.9989479937453055,0.9983584320555179,0.9988740077803374,0.9996822383020758,0.9997048359325064,0.9990495174913216,0.997993870756205,0.9994464610742536,0.9984631577385216,0.9997542541521706,0.9991835165192468,0.9994430573429863,0.9958599808162492,0.9991546725515704,0.997763765951981,0.9991277909727715,0.9990059371017832,0.9971890069968751,0.9993654375897447,0.9994304107471528,0.9973264863944897,0.9991404547047827
OBJ (12).png,0.9989950003457471,0.9992696033503341,0.9987374662975756,0.9986127788347132,0.9999999999999998,0.9987113125734728,0.9995152100045837,0.9986675976616752,0.9965258986602094,0.9987177578193731,0.9967386181556607,0.9984196339634442,0.9985273832897533,0.9994303550511004,0.9970367591268168,0.9982269132697781,0.9992447365275708,0.9992627871799857,0.997816978182238,0.9988345921177131,0.9943434639969977,0.9993958845662673,0.9985523226452983,0.998269074309459,0.9985314337747371,0.9986165619043734,0.9993701764292634,0.9992730452743956,0.998764660685059,0.9986035245438989
OBJ (21).png,0.998738643384911,0.9991019836348339,0.9973412045511739,0.9990142021160192,0.9987113125734728,1.0,0.9991668117549201,0.9981138528105141,0.9983755754075255,0.9989784958998433,0.9980608937096278,0.9989905202895767,0.9994668230409344,0.9987997250965845,0.9958515912466066,0.9986414903542589,0.9980233663221151,0.9991962633356324,0.9991938287793787,0.9991939375437179,0.9928567443034916,0.9994688531933829,0.9989002057899434,0.9974430450727279,0.9985587202031669,0.9980513133656257,0.9987136194178444,0.9989775945367357,0.9984156810878719,0.9982263203931742
OBJ (19).png,0.9994918744301687,0.9993559484414062,0.998898131745817,0.9992945547848885,0.9995152100045837,0.9991668117549201,1.0,0.9988794425552205,0.9974503336574648,0.9987437732344776,0.9972925368664868,0.9991290805168426,0.9991171762614313,0.9997000853073736,0.9976429540403435,0.9992362147502761,0.9992270570338279,0.9995939408362592,0.9984693482090569,0.9993925389945328,0.9949366627162011,0.9995551344729194,0.9984083258840917,0.9988733987381876,0.9986119972909075,0.9985296168406788,0.9994693551504664,0.9996371594715607,0.9981449424664459,0.9990798573740761
OBJ (18).png,0.9995893986620382,0.9986789771696692,0.9989368471023142,0.999164707485419,0.9986675976616752,0.998113852810514,0.9988794425552204,1.0,0.9982058571704588,0.9973487555486632,0.9986910517125388,0.9990403583382839,0.9989626580056259,0.9989100745593835,0.9987811231811636,0.9984348468995049,0.9985255151100179,0.9992963891131311,0.9986766930602247,0.9984411191705244,0.9966947272049725,0.9985534774112416,0.9967874925650417,0.9989583871788844,0.999181286230081,0.9970298387093738,0.9996669904534086,0.9992436411925776,0.9968292924722367,0.9990753857200955
OBJ (4).png,0.9983285525380861,0.9974050958236458,0.9958987879961642,0.9989479937453054,0.9965258986602095,0.9983755754075256,0.9974503336574649,0.9982058571704588,1.0,0.9973411510970497,0.9993059280231652,0.9991568289149085,0.9993265254151862,0.9968836743336968,0.996303686603778,0.9982091331295521,0.9959716841239256,0.9985013172094942,0.9993995802083763,0.998318157256408,0.9938487981016402,0.9979456694438696,0.9966582417943249,0.997373500873199,0.998357263375744,0.9951260083067289,0.9979102238395641,0.9979424218244342,0.9959662578765328,0.9976262769565777
OBJ (41).png,0.9980294642940093,0.9982894496320012,0.9970401304826864,0.9983584320555179,0.998717757819373,0.9989784958998433,0.9987437732344775,0.9973487555486631,0.9973411510970498,1.0,0.9964922572058359,0.9987045580988207,0.9986871861164289,0.9982145800657615,0.9942487709977218,0.9979344258361283,0.9977050013661511,0.9987331681161744,0.9981435122958122,0.9989094793711346,0.9908361021805524,0.9994222870962495,0.999821111645599,0.9966861441793841,0.99779346793829,0.9982889507052571,0.9979922736756194,0.9984703512214017,0.9989254835927659,0.9978606969512778
OBJ (47).png,0.9984573086064484,0.9975720933841266,0.9962873108185272,0.9988740077803375,0.9967386181556607,0.9980608937096279,0.9972925368664869,0.9986910517125387,0.9993059280231652,0.9964922572058358,1.0,0.9987296892058644,0.999145657955976,0.997089746482676,0.9971286252247792,0.9976502690287298,0.9963023168172012,0.9984610323103705,0.9992141908735189,0.9977802156536791,0.995255241453422,0.9974979858399211,0.9958850162447116,0.9975784155526949,0.9988331459261576,0.9947526307648465,0.998263839972546,0.9980184311766586,0.9954975759256084,0.997961403444435
OBJ (46).png,0.999453542215626,0.9985930659314637,0.9978816910809672,0.9996822383020759,0.9984196339634442,0.9989905202895766,0.9991290805168426,0.9990403583382839,0.9991568289149085,0.9987045580988207,0.9987296892058644,0.9999999999999998,0.9996576746450223,0.9986760977523571,0.9972795429750589,0.9992366516167714,0.9979662396365743,0.9994684344443414,0.999211565079523,0.9992586103578677,0.9945536773317653,0.9991819195640066,0.9981389082391644,0.9985647474183985,0.9987948433650864,0.9972517800457648,0.9990496572428195,0.9991140786023568,0.9976096786972423,0.99879683169223
OBJ (11).png,0.9993616448517397,0.9989993330422678,0.9975431146202133,0.9997048359325064,0.9985273832897532,0.9994668230409343,0.9991171762614314,0.998962658005626,0.9993265254151863,0.9986871861164289,0.999145657955976,0.9996576746450223,1.0,0.9987070303387089,0.9972251312121568,0.9991747158219643,0.997896344800658,0.9996006281334595,0.9996217058216712,0.9995152937363885,0.9946832479030863,0.9993388199565575,0.9982903777259284,0.9985437541114224,0.9991818914066788,0.9971726283079173,0.9991774655690039,0.9993477394004782,0.9976128839843665,0.9989932306099193
OBJ (16).png,0.9992252630316134,0.999285236309989,0.9992462900107681,0.9990495174913216,0.9994303550511004,0.9987997250965844,0.9997000853073736,0.9989100745593834,0.9968836743336967,0.9982145800657614,0.997089746482676,0.9986760977523571,0.9987070303387089,0.9999999999999998,0.9976946240131738,0.9987662626175812,0.9994134848000809,0.9993632152267669,0.9979372074494284,0.999045566158714,0.995364507562105,0.9992783395601215,0.9979517719392663,0.9987242273249833,0.9984304372189593,0.9984942213736844,0.9995287129280189,0.9995048140807582,0.998039781654815,0.9989118227797293
OBJ (44).png,0.9986932413345877,0.9973651021820528,0.997971696977287,0.9979938707562052,0.9970367591268168,0.9958515912466066,0.9976429540403434,0.9987811231811637,0.9963036866037781,0.9942487709977219,0.9971286252247792,0.997279542975059,0.997225131212157,0.9976946240131739,1.0,0.997971520348944,0.9976993949723686,0.9980270921117903,0.9965563233428986,0.9969083781100931,0.9988768663141616,0.9964658174813864,0.9933372398661228,0.9991090478678772,0.9974787927160222,0.9946644782350565,0.9986644267494881,0.9978643593825186,0.9934589153980599,0.997872243854819
OBJ (27).png,0.9993188507325966,0.9986823553978655,0.9976951013708659,0.9994464610742535,0.9982269132697781,0.9986414903542589,0.9992362147502764,0.9984348468995049,0.9982091331295521,0.9979344258361283,0.9976502690287299,0.9992366516167713,0.9991747158219644,0.9987662626175811,0.9979715203489439,1.0,0.998180453394509,0.9992944242408482,0.9982561756409856,0.9994074960952746,0.9959522091289514,0.9989580170201474,0.99736069355335,0.999185815345386,0.9980276149066568,0.9969332289374069,0.9989485380925391,0.9989850909755459,0.9965751388743197,0.9984569287613779
OBJ (14).png,0.998832623627855,0.998845237044277,0.9992831141935143,0.9984631577385216,0.9992447365275708,0.9980233663221151,0.9992270570338279,0.9985255151100179,0.9959716841239254,0.9977050013661511,0.996302316817201,0.9979662396365742,0.9978963448006581,0.9994134848000809,0.9976993949723686,0.9981804533945089,0.9999999999999999,0.9991084103952573,0.9972752561444059,0.9982224136975324,0.9955783974535074,0.9986547226699802,0.9972665031863889,0.9984299236729169,0.9978864046672492,0.9985379054212409,0.9991380577619833,0.9989623094619907,0.9975905695984928,0.9985503626260044
OBJ (32).png,0.999657132568501,0.9993346100370843,0.9986300935936395,0.9997542541521706,0.9992627871799857,0.9991962633356324,0.9995939408362591,0.9992963891131312,0.9985013172094943,0.9987331681161745,0.9984610323103706,0.9994684344443415,0.9996006281334595,0.9993632152267669,0.9980270921117904,0.9992944242408481,0.9991084103952574,1.0,0.9991433770945337,0.9994965114023792,0.9957707770280928,0.9994859684117469,0.998273954333708,0.9991370173757786,0.9991872486478767,0.9979312581518769,0.9996414247184475,0.9997091268504271,0.9979249722709755,0.9993551504318748
OBJ (23).png,0.998788863050803,0.9982912752669959,0.997131070358706,0.9991835165192468,0.997816978182238,0.9991938287793788,0.9984693482090569,0.9986766930602246,0.999399580208376,0.9981435122958122,0.9992141908735188,0.999211565079523,0.9996217058216713,0.9979372074494284,0.9965563233428986,0.9982561756409856,0.9972752561444058,0.9991433770945335,1.0,0.9986394275642311,0.9936373815652445,0.9986302451429316,0.9977120249920575,0.9975729218551938,0.9991023058917109,0.9967461540487832,0.9985839645296125,0.9988775978904112,0.9972987229757172,0.9985879109514404
OBJ (29).png,0.9991532911893214,0.9991928451148356,0.9975371621170074,0.9994430573429863,0.9988345921177131,0.9991939375437179,0.9993925389945326,0.9984411191705245,0.9983181572564082,0.9989094793711346,0.9977802156536792,0.9992586103578677,0.9995152937363887,0.999045566158714,0.9969083781100933,0.9994074960952747,0.9982224136975324,0.9994965114023792,0.9986394275642311,1.0,0.9947500833267565,0.9996497974623633,0.9986037110762952,0.9988995387812978,0.9985434442258405,0.9976090213830893,0.9991140984140173,0.9994555942292882,0.9977291085868988,0.9987389203262631
OBJ (7).png,0.9965333343833855,0.9952304888283969,0.9954227094995728,0.9958599808162492,0.9943434639969977,0.9928567443034916,0.9949366627162011,0.9966947272049725,0.9938487981016402,0.9908361021805523,0.995255241453422,0.9945536773317653,0.9946832479030863,0.995364507562105,0.9988768663141617,0.9959522091289514,0.9955783974535074,0.9957707770280929,0.9936373815652445,0.9947500833267564,1.0,0.9937188096724493,0.9898419255245802,0.9980043245238216,0.9951799119388408,0.9914588870448027,0.9965904064095413,0.9956137010008331,0.98975550364252,0.9956699744389391
OBJ (8).png,0.9990943653131856,0.999452231926265,0.9980679224809927,0.9991546725515703,0.9993958845662673,0.999468853193383,0.9995551344729193,0.9985534774112416,0.9979456694438695,0.9994222870962494,0.997497985839921,0.9991819195640066,0.9993388199565575,0.9992783395601216,0.9964658174813864,0.9989580170201474,0.9986547226699802,0.9994859684117469,0.9986302451429316,0.9996497974623635,0.9937188096724494,1.0,0.9992663643268507,0.9982636406771319,0.9987901460470933,0.9985616873294553,0.9992461144970934,0.9993867428066784,0.9986506809028608,0.9985985699285725
OBJ (22).png,0.9974795787513788,0.9982291411469686,0.9964661102778889,0.9977637659519809,0.9985523226452983,0.9989002057899434,0.9984083258840916,0.9967874925650416,0.9966582417943249,0.999821111645599,0.9958850162447116,0.9981389082391644,0.9982903777259285,0.9979517719392663,0.9933372398661227,0.9973606935533499,0.997266503186389,0.998273954333708,0.9977120249920575,0.9986037110762953,0.9898419255245802,0.9992663643268507,1.0,0.9959865756134602,0.9974254779152799,0.9983432151802668,0.9975853550163086,0.9981197817826049,0.9990362206306562,0.9972968318605719
OBJ (42).png,0.9994106870232122,0.9985124177606407,0.9980863779048929,0.9991277909727714,0.9982690743094591,0.9974430450727279,0.9988733987381875,0.9989583871788845,0.9973735008731991,0.996686144179384,0.9975784155526951,0.9985647474183987,0.9985437541114223,0.9987242273249832,0.9991090478678772,0.999185815345386,0.9984299236729168,0.9991370173757786,0.9975729218551938,0.9988995387812977,0.9980043245238216,0.9982636406771318,0.99598657561346,0.9999999999999998,0.9982331593977942,0.9961875190954308,0.9992657987506821,0.9991334758398069,0.9955746772905012,0.9986945410590226
OBJ (31).png,0.9991335742520469,0.9991064732359713,0.9978587813783554,0.9990059371017832,0.998531433774737,0.9985587202031669,0.9986119972909073,0.999181286230081,0.998357263375744,0.9977934679382899,0.9988331459261577,0.9987948433650864,0.9991818914066788,0.9984304372189592,0.9974787927160222,0.9980276149066568,0.9978864046672492,0.9991872486478766,0.9991023058917109,0.9985434442258406,0.9951799119388407,0.9987901460470932,0.9974254779152799,0.9982331593977942,0.9999999999999998,0.9971785973200932,0.9992602066417546,0.9991939215879833,0.9969795599249095,0.998738904145676
OBJ (45).png,0.9975141574363412,0.9985614693318137,0.998320212105983,0.9971890069968751,0.9986165619043733,0.9980513133656257,0.9985296168406789,0.9970298387093739,0.9951260083067289,0.9982889507052571,0.9947526307648467,0.9972517800457648,0.9971726283079173,0.9984942213736845,0.9946644782350565,0.9969332289374069,0.998537905421241,0.997931258151877,0.9967461540487832,0.9976090213830893,0.9914588870448027,0.9985616873294552,0.9983432151802668,0.9961875190954308,0.9971785973200933,1.0,0.997774960190896,0.998011877173605,0.9984843351613186,0.997216935295118
OBJ (20).png,0.9997154349522547,0.9994124008834473,0.999034565146253,0.9993654375897447,0.9993701764292635,0.9987136194178444,0.9994693551504664,0.9996669904534086,0.997910223839564,0.9979922736756194,0.998263839972546,0.9990496572428196,0.9991774655690039,0.9995287129280188,0.9986644267494882,0.9989485380925393,0.9991380577619833,0.9996414247184475,0.9985839645296127,0.9991140984140172,0.9965904064095414,0.9992461144970936,0.9975853550163086,0.9992657987506823,0.9992602066417544,0.9977749601908958,1.0,0.999624756836055,0.9974468962496748,0.9991555502419277
OBJ (17).png,0.9995625844973817,0.9993361009781505,0.998694871588979,0.9994304107471529,0.9992730452743955,0.9989775945367357,0.9996371594715608,0.9992436411925775,0.997942421824434,0.9984703512214018,0.9980184311766586,0.9991140786023568,0.9993477394004779,0.9995048140807582,0.9978643593825185,0.998985090975546,0.9989623094619907,0.9997091268504271,0.9988775978904113,0.9994555942292882,0.995613701000833,0.9993867428066784,0.998119781782605,0.9991334758398069,0.9991939215879831,0.998011877173605,0.999624756836055,1.0,0.9977348720514118,0.9994674798282259
OBJ (30).png,0.9970800317255177,0.997823359580484,0.9970538514819457,0.9973264863944896,0.998764660685059,0.998415681087872,0.9981449424664459,0.9968292924722366,0.9959662578765326,0.9989254835927659,0.9954975759256083,0.9976096786972423,0.9976128839843665,0.998039781654815,0.9934589153980599,0.9965751388743197,0.9975905695984928,0.9979249722709754,0.9972987229757174,0.9977291085868989,0.98975550364252,0.9986506809028608,0.9990362206306563,0.9955746772905013,0.9969795599249096,0.9984843351613187,0.9974468962496748,0.997734872051412,1.0,0.9969015199359583
OBJ (10).png,0.9992917642146872,0.9985330621998905,0.9985099209622308,0.9991404547047827,0.998603524543899,0.9982263203931742,0.999079857374076,0.9990753857200955,0.9976262769565776,0.9978606969512778,0.9979614034444348,0.9987968316922299,0.9989932306099193,0.9989118227797292,0.997872243854819,0.9984569287613779,0.9985503626260044,0.9993551504318747,0.9985879109514405,0.9987389203262631,0.995669974438939,0.9985985699285725,0.9972968318605719,0.9986945410590226,0.9987389041456761,0.997216935295118,0.9991555502419277,0.9994674798282259,0.9969015199359584,1.0
