obj1,obj2,overall,complete_overall,perturbed_overall,deleted_overall,complete_3,complete_4,complete_5,perturbed_3,perturbed_4,perturbed_5,deleted_3,deleted_4,deleted_5,complete_slow,complete_fast,perturbed_slow,perturbed_fast,deleted_slow,deleted_fast,complete_slow_3,complete_slow_4,complete_slow_5,complete_fast_3,complete_fast_4,complete_fast_5,perturbed_slow_3,perturbed_slow_4,perturbed_slow_5,perturbed_fast_3,perturbed_fast_4,perturbed_fast_5,deleted_slow_3,deleted_slow_4,deleted_slow_5,deleted_fast_3,deleted_fast_4,deleted_fast_5
fork,flower,0.5454545454545454,0.5,0.8,0.25,0.0,,1.0,,0.75,1.0,,0.0,0.5,,0.5,1.0,0.75,0.3333333333333333,0.0,,,,0.0,,1.0,,1.0,,,0.6666666666666666,1.0,,0.0,0.5,,0.0,
fork,guitar,0.8181818181818182,0.6666666666666666,1.0,0.8,,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,,0.6666666666666666,1.0,1.0,1.0,0.5,,,,,0.5,1.0,,,1.0,,1.0,,1.0,,1.0,,0.5,
fork,key,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0
fork,kite,0.6428571428571429,0.75,0.5,0.625,,0.0,1.0,,0.5,,0.6666666666666666,0.5,0.6666666666666666,1.0,0.6666666666666666,,0.5,1.0,0.5,,,1.0,,0.0,1.0,,,,,0.5,,1.0,,1.0,0.5,0.5,0.5
fork,lamp,0.6470588235294118,0.625,0.75,0.6,0.0,0.6,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.6666666666666666,0.6,1.0,0.6666666666666666,1.0,0.5,0.0,1.0,,,0.3333333333333333,1.0,,,1.0,0.5,1.0,,1.0,,,1.0,0.0,0.5
fork,leaf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,
fork,spoon,0.6363636363636364,1.0,0.8333333333333334,0.0,,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,0.0
fork,tree,0.9090909090909091,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0
fork,truck,0.8181818181818182,1.0,0.8,0.5,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,,0.8,0.0,1.0,1.0,,,,,1.0,,,,1.0,0.0,1.0,0.0,,,,1.0,
fork,umbrella,0.6666666666666666,1.0,1.0,0.5555555555555556,,1.0,,1.0,,,0.25,0.6666666666666666,1.0,,1.0,,1.0,0.5,0.6,,,,,1.0,,,,,1.0,,,0.3333333333333333,1.0,,0.0,0.5,1.0
frog,bear,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,
frog,bird,0.7692307692307693,1.0,0.8,0.3333333333333333,1.0,,1.0,1.0,1.0,0.5,,0.0,0.5,1.0,1.0,1.0,0.75,0.5,0.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,0.5,,0.0,1.0,,,0.0
frog,butterfly,0.9090909090909091,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,,,,,1.0,,,1.0,1.0
frog,cat,0.7,0.5,0.6666666666666666,0.8,0.0,,1.0,1.0,0.5,,,0.75,1.0,0.5,,1.0,0.5,0.5,1.0,0.0,,1.0,,,,1.0,,,,0.5,,,0.5,,,1.0,1.0
frog,cow,0.8571428571428571,1.0,1.0,0.5,,,1.0,1.0,,,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0,,,1.0,,,1.0,1.0,,,,,,0.0,,,,1.0,
frog,dog,0.6875,0.5,1.0,0.5,0.5,,0.5,,1.0,1.0,,0.5,,1.0,0.3333333333333333,,1.0,,0.5,1.0,,,0.25,,0.5,,,,,1.0,1.0,,,,,0.5,
frog,duck,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.6666666666666666,,,0.0,1.0,,1.0,,1.0,0.0,,0.5,1.0,,,1.0,,,0.0,,,,,,0.0,1.0,,1.0,,,,
frog,elephant,0.7894736842105263,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.0,,0.5,0.75,1.0,1.0,1.0,0.3333333333333333,1.0,0.75,,1.0,,,1.0,1.0,1.0,1.0,0.0,,1.0,,,0.5,0.75,1.0,,,
frog,fish,0.9166666666666666,0.75,1.0,1.0,0.6666666666666666,1.0,,,1.0,1.0,,1.0,1.0,,0.75,1.0,1.0,1.0,1.0,,,,0.6666666666666666,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,
frog,foot,0.875,1.0,1.0,0.5,,1.0,,1.0,,1.0,,1.0,0.0,1.0,,,1.0,0.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,0.0,,1.0,
frog,hand,0.7777777777777778,0.8,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,,1.0,1.0,0.0,0.6666666666666666,1.0,,1.0,,0.6666666666666666,0.5,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,0.0
frog,rabbit,0.5555555555555556,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,,1.0,0.0,0.3333333333333333,,1.0,0.5,1.0,,0.5,0.5,,0.0,,1.0,,1.0,,,,,,1.0,0.0,0.3333333333333333,,1.0,,,
frog,squirrel,0.5789473684210527,0.6,0.75,0.4,1.0,0.6666666666666666,0.4,1.0,,0.6666666666666666,0.0,0.5,0.5,0.5,0.625,,0.75,0.6666666666666666,0.0,,,0.5,1.0,0.6666666666666666,0.3333333333333333,,,,1.0,,0.6666666666666666,,0.5,1.0,0.0,,0.0
frog,turtle,0.6666666666666666,0.6,0.75,0.6666666666666666,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,,0.6,0.5,1.0,1.0,0.5,,,,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,1.0,,,,0.0,1.0
hand,bear,0.75,1.0,0.75,0.6666666666666666,,,1.0,,1.0,0.5,,0.5,1.0,1.0,,1.0,0.6666666666666666,1.0,0.0,,,1.0,,,,,,1.0,,1.0,0.0,,1.0,1.0,,0.0,
hand,bird,0.875,0.8,1.0,1.0,,1.0,0.6666666666666666,1.0,,1.0,,,1.0,1.0,0.75,1.0,,,1.0,,1.0,,,1.0,0.6666666666666666,1.0,,1.0,,,,,,,,,1.0
hand,butterfly,0.7272727272727273,1.0,0.6,0.6666666666666666,1.0,1.0,,1.0,0.0,1.0,1.0,0.5,,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,,,1.0,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,1.0,
hand,cat,0.9166666666666666,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,,1.0,1.0,0.6666666666666666,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,0.5
hand,cow,0.6923076923076923,0.4,0.8,1.0,0.5,0.3333333333333333,,1.0,0.5,1.0,,1.0,1.0,0.3333333333333333,0.5,1.0,0.75,1.0,1.0,0.5,0.0,,,0.5,,1.0,,,,0.5,1.0,,1.0,1.0,,,1.0
hand,dog,0.8,1.0,1.0,0.6666666666666666,,1.0,1.0,,1.0,,0.75,1.0,0.0,,1.0,,1.0,0.6666666666666666,0.6666666666666666,,,,,1.0,1.0,,,,,1.0,,0.6666666666666666,,,1.0,1.0,0.0
hand,duck,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,,0.5,,1.0,,1.0,1.0,,,0.6666666666666666,1.0,1.0,1.0,1.0,,,,1.0,,0.5,,1.0,,,1.0,,1.0,1.0,,,1.0,
hand,elephant,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,
hand,fish,0.7692307692307693,0.3333333333333333,0.8888888888888888,1.0,0.0,0.0,1.0,0.5,1.0,1.0,,1.0,,,0.3333333333333333,0.8,1.0,1.0,,,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,
hand,foot,0.9230769230769231,1.0,1.0,0.75,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.5,1.0,1.0,,,
hand,frog,0.7777777777777778,0.8,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,,1.0,1.0,0.0,0.6666666666666666,1.0,,1.0,,0.6666666666666666,0.5,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,0.0
hand,rabbit,0.875,0.5,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,,,0.5,1.0,1.0,1.0,1.0,,,,,1.0,0.0,,1.0,1.0,,1.0,,1.0,,,,1.0,
hand,squirrel,0.625,0.5,0.6,0.7142857142857143,,0.5,0.5,0.3333333333333333,,1.0,,0.6,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.5,,1.0,,,0.0,0.5,0.0,,1.0,0.5,,1.0,,1.0,1.0,,0.5,
hand,turtle,0.8571428571428571,0.75,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,,1.0,,1.0,0.6666666666666666,1.0,1.0,,1.0,1.0,,,0.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,
guitar,airplane,0.875,1.0,0.6666666666666666,1.0,,,1.0,,0.5,1.0,1.0,,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,,,1.0,,,1.0,,,,,0.5,1.0,1.0,,,,,1.0
guitar,apple,0.9090909090909091,1.0,0.75,1.0,,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,1.0,,1.0,,,1.0,,0.0,1.0,1.0,,,1.0,,1.0,
guitar,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guitar,chair,0.7,0.5,0.6666666666666666,1.0,,,0.5,1.0,0.0,1.0,1.0,1.0,,,0.5,,0.6666666666666666,1.0,,,,,,,0.5,,,,1.0,0.0,1.0,1.0,1.0,,,,
guitar,flower,0.9230769230769231,1.0,1.0,0.8,1.0,1.0,1.0,1.0,,1.0,,0.75,1.0,,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,0.0,1.0,,1.0,
guitar,fork,0.8181818181818182,0.6666666666666666,1.0,0.8,,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,,0.6666666666666666,1.0,1.0,1.0,0.5,,,,,0.5,1.0,,,1.0,,1.0,,1.0,,1.0,,0.5,
guitar,key,0.6428571428571429,0.6,0.6,0.75,0.6666666666666666,,0.5,,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,,,1.0,0.6666666666666666,,0.0,,1.0,,,0.3333333333333333,1.0,,,1.0,1.0,0.0,
guitar,kite,0.7058823529411765,0.5,0.7142857142857143,0.8333333333333334,0.0,1.0,0.5,0.0,1.0,0.75,1.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,,,,0.5,,,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,,,0.0,1.0
guitar,lamp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,
guitar,leaf,0.8571428571428571,1.0,1.0,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.5
guitar,spoon,0.8333333333333334,0.75,0.6666666666666666,1.0,,1.0,0.6666666666666666,1.0,0.0,1.0,,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,,,0.5,,1.0,1.0,1.0,,1.0,,0.0,,,1.0,1.0,,1.0,
guitar,tree,0.8888888888888888,1.0,1.0,0.6666666666666666,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,0.0,
guitar,truck,0.9166666666666666,1.0,0.8333333333333334,1.0,1.0,1.0,,1.0,0.6666666666666666,1.0,1.0,,,1.0,1.0,1.0,0.8,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,0.5,1.0,1.0,,,1.0,,
guitar,umbrella,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,
key,airplane,0.7857142857142857,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,,1.0,0.5,0.6666666666666666,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,,1.0,1.0,1.0,,,,0.0,1.0,,1.0,1.0,0.0,,0.0,1.0
key,apple,0.7777777777777778,0.7142857142857143,1.0,0.6666666666666666,0.5,1.0,1.0,,1.0,1.0,,0.5,0.75,0.8,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,,,,1.0,,,1.0,1.0,,0.0,0.0,,1.0,1.0
key,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,chair,0.6666666666666666,0.75,0.7142857142857143,0.5,0.75,0.0,1.0,0.5,1.0,,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,,,1.0,0.75,0.0,1.0,0.5,1.0,,0.5,1.0,,,1.0,0.5,0.0,0.5,
key,flower,0.7058823529411765,0.75,0.8333333333333334,0.5714285714285714,,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,,0.75,0.5,1.0,0.3333333333333333,0.75,,,,,0.5,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
key,fork,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0
key,guitar,0.6428571428571429,0.6,0.6,0.75,0.6666666666666666,,0.5,,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,,,1.0,0.6666666666666666,,0.0,,1.0,,,0.3333333333333333,1.0,,,1.0,1.0,0.0,
key,kite,0.8461538461538461,0.8,0.75,1.0,1.0,0.5,1.0,1.0,,0.6666666666666666,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,1.0,,0.5,,,1.0,,,1.0,,1.0,1.0
key,lamp,0.8,0.8333333333333334,0.75,,1.0,1.0,0.75,1.0,0.5,,,,,1.0,0.6666666666666666,1.0,0.5,,,,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,,,,,,
key,leaf,0.7142857142857143,0.5,0.8333333333333334,0.75,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,,0.0,,1.0,0.0,1.0,1.0,0.5,1.0,,1.0,,1.0,0.0,1.0,1.0,,
key,spoon,0.7777777777777778,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,,,0.6,1.0,0.5,0.75,1.0,1.0,1.0,0.6,,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,,,1.0,,,0.5,1.0
key,tree,0.8461538461538461,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.75,,,0.5,1.0,1.0,0.5,1.0,,0.5,,1.0,,1.0,,1.0,,1.0,0.0,1.0,1.0,1.0,,,,,,0.5
key,truck,0.8076923076923077,1.0,1.0,0.6153846153846154,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.8571428571428571,1.0,1.0,1.0,1.0,0.5,0.7142857142857143,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.5,0.0,1.0
key,umbrella,0.5555555555555556,0.6666666666666666,0.5714285714285714,0.0,0.5,0.6,1.0,1.0,0.6666666666666666,0.3333333333333333,,0.0,0.0,,0.6666666666666666,0.6666666666666666,0.5,,0.0,,,,0.5,0.6,1.0,1.0,1.0,0.0,,0.5,0.5,,,,,0.0,0.0
kite,airplane,0.8181818181818182,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,,1.0,0.5,,1.0,1.0,,0.6666666666666666,1.0,0.5,,,1.0,1.0,1.0,1.0,,,,1.0,0.5,,1.0,,,,0.5,
kite,apple,0.6666666666666666,1.0,0.5,0.6,,1.0,1.0,0.0,1.0,,,0.5,0.6666666666666666,1.0,1.0,,0.5,0.75,0.0,,1.0,,,,1.0,,,,0.0,1.0,,,0.5,1.0,,,0.0
kite,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kite,chair,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,
kite,flower,0.6428571428571429,0.5,0.75,0.75,,0.5,0.5,,1.0,0.5,0.5,1.0,1.0,,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,0.5,0.5,,1.0,,,1.0,0.5,0.5,,,,1.0,1.0
kite,fork,0.6428571428571429,0.75,0.5,0.625,,0.0,1.0,,0.5,,0.6666666666666666,0.5,0.6666666666666666,1.0,0.6666666666666666,,0.5,1.0,0.5,,,1.0,,0.0,1.0,,,,,0.5,,1.0,,1.0,0.5,0.5,0.5
kite,guitar,0.7058823529411765,0.5,0.7142857142857143,0.8333333333333334,0.0,1.0,0.5,0.0,1.0,0.75,1.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,,,,0.5,,,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,,,0.0,1.0
kite,key,0.8461538461538461,0.8,0.75,1.0,1.0,0.5,1.0,1.0,,0.6666666666666666,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,1.0,,0.5,,,1.0,,,1.0,,1.0,1.0
kite,lamp,0.7,1.0,0.3333333333333333,0.8,1.0,,,,0.0,0.5,,0.6666666666666666,1.0,1.0,1.0,,0.3333333333333333,1.0,0.75,1.0,,,1.0,,,,,,,0.0,0.5,,,1.0,,0.6666666666666666,1.0
kite,leaf,0.8235294117647058,0.6666666666666666,0.9,0.75,1.0,,0.5,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,,0.6666666666666666,0.8571428571428571,1.0,0.6666666666666666,1.0,,,,1.0,,0.5,1.0,0.6666666666666666,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,
kite,spoon,0.75,0.8333333333333334,0.75,0.6666666666666666,1.0,0.5,1.0,0.5,,1.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,0.0,1.0,0.0,,,1.0,,1.0,0.0,1.0,1.0,1.0,,0.5
kite,tree,0.7777777777777778,0.6666666666666666,0.8,1.0,1.0,0.0,,,0.75,1.0,,1.0,,0.5,1.0,0.0,1.0,,1.0,1.0,0.0,,1.0,,,,0.0,,,1.0,1.0,,,,,1.0,
kite,truck,0.6666666666666666,1.0,0.0,0.6666666666666666,,1.0,1.0,,0.0,,0.0,1.0,1.0,1.0,1.0,,0.0,0.6666666666666666,,,1.0,,,,1.0,,,,,0.0,,0.0,1.0,1.0,,,
kite,umbrella,0.6666666666666666,0.5,0.6666666666666666,1.0,0.0,,1.0,0.0,1.0,1.0,,,1.0,0.0,1.0,1.0,0.5,1.0,,0.0,,,,,1.0,,1.0,,0.0,,1.0,,,1.0,,,
lamp,airplane,0.75,1.0,0.6,0.6666666666666666,1.0,1.0,,0.0,0.5,1.0,1.0,0.5,,1.0,,,0.6,0.6666666666666666,,1.0,1.0,,,,,,,,0.0,0.5,1.0,1.0,0.5,,,,
lamp,apple,0.7692307692307693,1.0,0.6666666666666666,0.75,1.0,1.0,,0.3333333333333333,1.0,1.0,,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.0,1.0,,1.0,,1.0,,,,1.0,1.0,0.3333333333333333,1.0,,,,0.0,,1.0,1.0
lamp,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamp,chair,0.7692307692307693,1.0,0.8,0.3333333333333333,,1.0,1.0,1.0,0.6666666666666666,1.0,,0.3333333333333333,,1.0,1.0,,0.8,0.5,0.0,,,1.0,,1.0,1.0,,,,1.0,0.6666666666666666,1.0,,0.5,,,0.0,
lamp,flower,0.8947368421052632,0.8333333333333334,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,0.5
lamp,fork,0.6470588235294118,0.625,0.75,0.6,0.0,0.6,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.6666666666666666,0.6,1.0,0.6666666666666666,1.0,0.5,0.0,1.0,,,0.3333333333333333,1.0,,,1.0,0.5,1.0,,1.0,,,1.0,0.0,0.5
lamp,guitar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,
lamp,key,0.8,0.8333333333333334,0.75,,1.0,1.0,0.75,1.0,0.5,,,,,1.0,0.6666666666666666,1.0,0.5,,,,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,,,,,,
lamp,kite,0.7,1.0,0.3333333333333333,0.8,1.0,,,,0.0,0.5,,0.6666666666666666,1.0,1.0,1.0,,0.3333333333333333,1.0,0.75,1.0,,,1.0,,,,,,,0.0,0.5,,,1.0,,0.6666666666666666,1.0
lamp,leaf,0.625,1.0,0.3333333333333333,0.6666666666666666,1.0,,1.0,,,0.3333333333333333,0.6666666666666666,,,1.0,1.0,,0.3333333333333333,0.5,1.0,1.0,,,,,1.0,,,,,,0.3333333333333333,0.5,,,1.0,,
lamp,spoon,0.5,1.0,0.3333333333333333,0.4,,1.0,1.0,0.0,,1.0,0.3333333333333333,,0.5,,1.0,0.0,0.5,0.3333333333333333,0.5,,,,,1.0,1.0,0.0,,,0.0,,1.0,0.0,,1.0,1.0,,0.0
lamp,tree,0.8333333333333334,0.75,1.0,1.0,,1.0,0.5,,1.0,,,1.0,,,0.75,,1.0,1.0,,,,,,1.0,0.5,,,,,1.0,,,1.0,,,,
lamp,truck,0.9166666666666666,1.0,0.875,1.0,,1.0,1.0,1.0,0.75,1.0,,,1.0,1.0,1.0,0.8333333333333334,1.0,,1.0,,,1.0,,1.0,1.0,1.0,0.75,1.0,,,1.0,,,,,,1.0
lamp,umbrella,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,
leaf,airplane,0.6666666666666666,0.6666666666666666,0.6,0.75,,0.5,1.0,0.5,1.0,0.5,1.0,0.6666666666666666,,0.5,1.0,0.0,0.75,0.5,1.0,,0.5,,,,1.0,0.0,,,1.0,1.0,0.5,,0.5,,1.0,1.0,
leaf,apple,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,
leaf,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaf,chair,0.8571428571428571,0.6666666666666666,1.0,1.0,0.5,1.0,,,1.0,,,1.0,1.0,0.5,1.0,1.0,,,1.0,0.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,1.0
leaf,flower,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0
leaf,fork,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,
leaf,guitar,0.8571428571428571,1.0,1.0,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.5
